name,lastname,gender,ethnicity,language,month,day,year
Linda,Scott,female,African_American,other,March,13,1962
Alexandra,Moore,female,Other,english,August,2,1986
Carl,Tyler,male,Hispanic,spanish,April,3,1958
Jacky,Taylor,female,White,other,April,24,1975
Andy,Evans,female,Hispanic,spanish,November,29,1963
Andrea,Thomas,female,African_American,other,August,5,1996
Gracie,Adams,female,White,other,September,23,1989
Gael,Jackson,male,African_American,english,March,26,1979
Blake,Wang,male,African_American,other,February,6,1980
Brad,Thompson,male,Other,french,August,3,1973
Alex,White,male,Hispanic,spanish,July,14,1982
Joseph,Scott,male,Other,other,March,22,1979
Alex,Dotts,female,Other,english,January,5,1975
Alexis,Walker,female,White,other,August,30,1985
Elizabeth,Dotts,female,White,other,September,16,1994
Joseph,Walter,male,White,english,March,1,1988
Kevin,Curry,male,White,english,July,5,1981
Alexander,Anderson,male,Other,spanish,September,2,1981
Caitlin,Dotts,female,African_American,other,March,29,1991
Caleb,Western,male,Other,spanish,September,24,1960
Mark,Douglas,male,African_American,other,October,31,1988
Edward,Swift,male,African_American,french,January,21,1977
Enrique,Davis,male,Hispanic,spanish,September,12,1975
Anthony,Franklin,,White,spanish,April,8,1986
Gael,Smith,male,Other,english,February,18,1970
Caleb,Clark,male,African_American,other,April,5,1982
Alexis,Walker,female,African_American,french,August,1,1952
Gracie,Smith,female,African_American,other,December,2,1959
Carla,Swift,female,African_American,french,July,14,1978
Anthony,Anthony,male,White,french,July,20,1976
Steven,Morrow,male,White,other,March,25,1963
Hunter,Lopez,female,African_American,spanish,April,1,1981
Brett,Lopez,male,Other,spanish,November,12,1992
Ryan,Phillips,male,White,other,August,1,1983
Riley,Carter,female,African_American,english,November,8,1976
Diana,Walker,female,White,french,February,29,1993
Caleb,Dotts,male,Other,english,November,2,1992
Donna,Lee,female,Other,english,March,5,1994
Stephen,Douglas,male,Other,english,October,30,1957
Marcy,Taylor,male,Hispanic,other,September,16,1996
Nicole,Marshall,female,White,french,January,19,1959
Enrique,Harris,male,Hispanic,spanish,September,12,1979
Bridget,Anthony,male,Other,french,May,19,1964
Riley,Morrow,female,African_American,english,February,2,1967
Walter,Adams,male,Hispanic,spanish,August,5,1973
Joseph,Morrow,male,White,other,November,11,1963
Georgia,Morrow,female,Hispanic,spanish,April,19,1973
Walter,Swift,male,Other,french,November,11,1950
Alex,Taylor,male,Hispanic,spanish,November,11,1954
Paula,Thomas,female,African_American,french,July,16,1995
Mark,Miller,male,Hispanic,spanish,January,31,1978
Natalie,Wang,female,Other,spanish,June,15,1981
Lisa,Anthony,female,Other,english,July,24,1953
Brandon,Marshall,female,Other,other,April,14,1958
Mark,Thomas,male,White,french,November,13,1959
Ryan,Harris,male,Other,spanish,March,31,1994
Stacey,Wilson,female,Other,english,June,1,1988
Gerald,Moore,male,African_American,french,June,3,1989
Joe,Curry,male,White,french,September,27,1985
Paola,Gardner,female,Hispanic,spanish,April,16,1960
Dean,Jackson,male,Hispanic,spanish,March,31,1960
Blake,Swift,male,African_American,other,April,18,1963
Riley,Clark,male,Other,other,August,5,1978
Donna,Franklin,female,White,other,March,5,1987
Lisa,Brooks,female,African_American,english,July,24,1968
Linda,Walker,female,White,other,July,6,1955
Carol,Butler,female,Other,french,February,29,1983
Edward,Taylor,male,White,other,January,21,1975
Georgia,Swift,female,African_American,french,January,20,1977
Hector,Young,male,Hispanic,spanish,June,12,1984
Hunter,Walker,female,African_American,french,December,22,1967
Kevin,Jones,male,Other,english,November,26,1956
Ivy,Lee,female,Other,spanish,December,31,1966
Andy,Walsh,female,Other,other,January,5,1985
Riley,Wilson,female,Other,other,March,19,1977
Walter,Casey,male,African_American,french,November,11,1996
Riley,Lopez,male,White,french,April,8,1958
Alexis,Lewis,female,White,english,July,27,1984
Riley,Dotts,female,White,english,February,2,1986
Georgia,Thompson,female,African_American,other,January,20,1974
Mark,Adams,male,White,other,March,6,1963
Brett,Hall,male,Other,english,August,30,1988
Andy,Taylor,female,Hispanic,spanish,May,16,1954
Gracie,Butler,female,African_American,french,October,13,1950
Hector,Moore,male,African_American,other,January,8,1953
Bridget,Harris,female,African_American,other,December,7,1990
Steven,Miller,male,African_American,english,March,25,1992
Madison,Young,female,Hispanic,spanish,May,1,1984
Andy,OBrien,female,Other,spanish,February,29,1989
Hunter,Curry,female,Hispanic,spanish,December,22,1972
Gael,Thomas,male,Other,spanish,March,19,1950
Paula,Franklin,female,White,other,July,2,1972
Tom,Evans,male,Hispanic,spanish,February,4,1963
Alexis,Brooks,female,African_American,other,May,18,1993
Luke,Thompson,male,White,french,October,11,1952
Stephen,Walsh,male,Other,french,April,25,1978
Michael,Thompson,male,Hispanic,spanish,November,29,1964
Alex,Western,female,African_American,english,November,11,1996
Emily,Taylor,female,Other,french,July,2,1996
Khalil,Taylor,male,White,spanish,March,16,1992
Peter,Johnson,male,Hispanic,spanish,February,31,1965
Enrique,Brooks,male,Hispanic,spanish,January,28,1974
Paul,Walsh,male,Other,spanish,April,27,1988
Sheila,Swift,female,African_American,french,September,15,1979
Madison,Wilson,female,White,french,May,1,1981
Gerald,Carter,male,Hispanic,spanish,March,3,1991
Mark,Butler,male,Other,french,November,26,1983
Donna,Walter,female,Other,other,October,30,1989
Eva,Young,female,White,other,March,12,1987
Emily,Anthony,female,White,french,November,7,1952
Alex,Young,male,African_American,english,February,28,1961
Brad,Walker,male,African_American,french,December,20,1984
Gerald,Walker,male,African_American,french,January,22,1952
Valerie,Swift,female,African_American,other,October,14,1963
Lisa,Walker,female,White,french,November,24,1995
Paola,Hodge,female,White,french,July,22,1985
Natalie,Young,female,African_American,french,September,2,1996
Bridget,Butler,female,African_American,other,October,17,1977
Andy,Brooks,female,Hispanic,english,September,22,1979
Blake,Butler,female,White,other,June,4,1961
Max,Harris,male,Other,spanish,December,18,1994
Blake,Jones,male,White,english,April,18,1995
Carlos,Carter,male,African_American,english,September,29,1980
Carol,Evans,female,White,other,January,14,1993
Blake,Howard,female,Hispanic,spanish,November,31,1983
Michael,Young,male,African_American,french,July,22,1954
Natalie,Evans,female,Hispanic,spanish,September,2,1963
Luke,Smith,male,Other,spanish,February,8,1971
Gracie,Davis,female,Other,french,July,4,1994
Riley,Swift,female,White,other,December,24,1972
Andrew,Phillips,male,White,french,March,19,1974
Paola,Jackson,female,White,french,November,19,1975
Carol,Hodge,female,White,french,April,19,1985
Eva,Walter,female,Other,other,May,8,1989
James,Wang,female,African_American,french,April,11,1988
Riley,Western,male,White,english,April,8,1965
Elizabeth,Taylor,female,White,other,September,16,1960
Dorothy,Tyler,female,Hispanic,spanish,January,16,1958
Antonia,Curry,female,Other,french,April,30,1969
Emily,Walker,female,African_American,french,June,4,1967
Dean,Marshall,male,Other,spanish,February,21,1956
Peter,Johnson,male,African_American,other,December,14,1968
Alexis,Collins,female,Other,other,May,18,1964
Gerald,Taylor,female,White,french,June,24,1974
Steven,Collins,male,Other,english,February,21,1964
Diana,Casey,female,White,other,February,29,1984
Caleb,Franklin,male,White,other,September,24,1987
Andy,Moore,female,Other,english,January,5,1969
Alex,Butler,female,White,other,January,5,1961
Chris,Brooks,male,African_American,other,March,10,1993
Diana,Harris,female,White,other,August,14,1979
Dean,Curry,male,White,english,March,24,1966
Riley,Walsh,female,Other,other,April,2,1997
Riley,Lewis,male,African_American,english,August,5,1996
Caleb,Carter,male,Other,spanish,July,4,1967
Hector,Franklin,male,Other,other,May,17,1993
Lisa,Walter,female,White,english,April,6,1988
Gabriela,Curry,female,Other,spanish,January,24,1997
Alexandra,Walker,female,Other,english,November,8,1977
Joe,Curry,male,Hispanic,spanish,February,19,1972
Carla,Walker,female,Other,french,November,22,1984
Walter,Davis,male,White,other,December,30,1962
Max,Swift,male,Other,french,April,30,1958
Hector,Morrow,male,Hispanic,spanish,July,22,1993
Tom,Walsh,male,Other,english,December,4,1972
Alex,Thomas,male,African_American,french,June,15,1995
Chris,Brooks,male,Hispanic,spanish,March,10,1974
Peter,Walker,male,Other,english,December,14,1977
Walter,Reynolds,male,White,other,November,11,1993
Riley,Collins,female,Other,english,February,31,1977
Madison,Walker,female,White,english,April,24,1966
Hector,Clark,male,Other,other,July,17,1981
John,Evans,,Hispanic,english,November,16,1961
Madison,Tyler,female,Hispanic,spanish,September,13,1958
Caleb,Brooks,male,African_American,other,November,29,1993
April,Brown,,White,french,June,20,1988
Don,Reynolds,male,Other,spanish,March,30,1979
Caleb,Brooks,male,Other,spanish,November,29,1957
Gael,Brooks,female,White,spanish,August,8,1961
Peter,Dotts,male,White,english,February,19,1986
Andrew,Walker,male,African_American,french,November,20,1984
Blake,Curry,male,African_American,french,April,31,1956
Diana,Walter,,White,english,October,16,1988
Gabriela,Brown,female,African_American,other,January,24,1992
Caleb,Hodge,male,Other,spanish,January,13,1951
Natalie,Hall,female,Other,english,October,6,1988
Carol,Walter,male,Hispanic,spanish,June,25,1954
Mark,Butler,male,Hispanic,spanish,November,13,1992
Eva,Lee,female,African_American,french,November,20,1977
Jake,Harris,male,Other,spanish,January,30,1994
Lisa,Brooks,female,African_American,other,July,20,1993
George,Anthony,male,African_American,french,November,7,1984
Sheila,Reynolds,female,Other,french,August,31,1979
Carla,Collins,female,Other,english,November,22,1964
Karla,Western,female,Other,spanish,September,11,1977
Alexis,Lopez,female,White,english,April,16,1955
Caleb,Franklin,male,White,other,September,24,1964
April,Reynolds,female,White,english,September,13,1970
George,Howard,male,Other,english,September,29,1956
Jimmy,Douglas,male,Hispanic,spanish,April,6,1953
Alexis,Brown,female,Other,french,October,12,1968
Nicole,Davis,,White,french,January,31,1953
Alexis,Brown,male,Other,french,March,25,1968
Alex,Walker,female,African_American,french,September,13,1984
Jacky,Thomas,female,White,french,December,14,1956
Jake,Phillips,male,White,english,November,1,1979
Michael,Walsh,male,Other,english,December,16,1972
Natalie,Anthony,female,White,french,October,6,1952
Sophie,Butler,,White,other,November,4,1979
Paul,Curry,male,White,english,June,24,1970
John,Dick,male,Other,spanish,November,4,1969
Steven,Franklin,male,Other,other,February,21,1993
Blake,Walker,female,White,french,December,24,1993
Alexis,Dotts,female,Hispanic,spanish,April,15,1986
Joseph,Moore,male,Other,spanish,March,16,1981
Dean,Anthony,male,Other,spanish,March,31,1986
Travis,Franklin,male,Other,english,June,7,1996
Blake,Evans,female,White,other,March,8,1958
Nicole,Reynolds,female,Other,spanish,April,18,1979
Natalie,Jackson,female,Hispanic,other,October,5,1974
Don,Evans,,White,spanish,August,27,1969
Kevin,Lewis,male,African_American,other,February,17,1967
Brett,Reynolds,male,White,french,January,1,1956
Don,Franklin,male,Other,english,September,25,1972
Travis,Miller,male,African_American,english,June,7,1992
George,Collins,male,Other,spanish,November,7,1967
Alex,Franklin,female,White,other,January,24,1964
Hector,Douglas,male,Other,english,June,12,1957
Blake,Davis,female,Hispanic,spanish,November,21,1980
Gabrielle,Martin,,White,spanish,October,7,1980
Diana,Young,female,Other,english,July,24,1989
Enrique,Thomas,male,African_American,french,January,28,1995
Stephanie,Hodge,female,African_American,english,December,25,1992
Michael,Phillips,male,White,other,July,22,1983
George,White,male,Other,french,February,28,1985
Paula,Scott,female,Other,french,July,2,1965
Ivy,Curry,female,White,english,December,31,1981
Edward,Thompson,male,Hispanic,french,February,14,1990
Lisa,Walsh,female,Other,spanish,July,24,1988
Emily,Miller,female,Hispanic,spanish,November,22,1978
Katelyn,Jackson,male,White,french,October,23,1968
Alexis,Jackson,male,Other,english,August,3,1970
Gabriela,Thomas,female,African_American,english,January,24,1953
Hunter,Young,male,African_American,french,March,26,1996
Natalie,Anthony,female,Other,other,September,2,1987
Mark,Anthony,male,African_American,french,November,26,1984
Max,Lewis,male,African_American,french,April,30,1984
Paola,Dotts,female,Other,french,July,22,1963
Alexander,Marshall,,White,other,December,18,1995
Dean,Moore,male,African_American,french,March,24,1989
Andy,Howard,female,Other,english,February,29,1956
Joseph,Dotts,male,White,french,November,11,1961
Steven,Hall,male,Hispanic,spanish,December,30,1987
Paul,Wilson,male,African_American,english,June,24,1977
Riley,Collins,female,Other,other,February,2,1957
Jason,Walter,male,Hispanic,spanish,July,10,1987
Paul,Johnson,male,African_American,french,December,17,1970
George,Brooks,male,Other,spanish,March,30,1957
Alex,Anthony,female,White,french,September,13,1967
Madison,Miller,female,White,other,September,13,1981
Travis,Lewis,male,Hispanic,spanish,June,7,1993
Danielle,Johnson,female,African_American,other,May,30,1980
Danielle,Wang,female,White,french,May,24,1972
Valerie,Wang,female,White,english,October,14,1983
Madison,Morrow,female,White,other,May,1,1976
James,Lopez,male,African_American,english,September,7,1959
Hunter,Wilson,male,Other,other,January,14,1974
Dean,Western,male,White,french,March,31,1969
Carlos,Hodge,male,White,other,November,13,1979
April,Brown,female,African_American,other,January,15,1992
Paula,Swift,female,White,english,July,16,1986
Elizabeth,Dick,female,White,other,November,27,1997
Tom,Scott,male,Hispanic,english,May,8,1989
George,White,,White,spanish,March,3,1974
Don,Douglas,male,White,french,September,25,1979
Don,Phillips,male,White,english,July,31,1979
Blake,White,male,Other,french,June,17,1985
Paul,Swift,male,Other,french,June,24,1987
Donald,Howard,male,African_American,english,August,7,1986
Peter,Western,male,African_American,english,December,3,1994
Tom,Swift,male,Hispanic,spanish,February,4,1979
Enrique,Clark,male,Other,spanish,May,12,1956
Carol,Johnson,female,African_American,other,January,14,1980
Stephanie,Gardner,female,White,english,August,10,1960
Hunter,Collins,female,Other,english,March,4,1964
Carla,Moore,female,African_American,other,November,22,1985
Eva,White,female,Hispanic,spanish,January,14,1967
Ryan,Hodge,male,Other,french,January,20,1960
Andy,Curry,female,White,french,January,5,1993
Brett,Moore,male,White,french,August,30,1964
Enrique,Brooks,male,Other,french,September,12,1969
Dean,Carter,male,White,other,July,4,1979
George,White,male,Other,french,May,13,1979
Dean,Scott,,Hispanic,french,March,13,1997
Alex,Thomas,female,African_American,other,October,27,1977
Nicole,Franklin,female,Hispanic,english,March,23,1992
Marcy,Young,female,African_American,french,October,5,1954
Tom,Anthony,male,Other,spanish,September,8,1986
Edward,Phillips,male,White,spanish,April,24,1967
Danielle,Moore,female,African_American,french,May,24,1989
Valerie,Clark,male,African_American,english,August,3,1981
Carol,Douglas,female,White,french,February,29,1979
Paul,Lewis,male,White,other,April,27,1961
Marcy,Phillips,female,White,french,July,18,1974
Riley,Western,,Hispanic,french,April,31,1956
James,Reynolds,male,Hispanic,spanish,April,11,1975
Alex,Carter,female,Hispanic,spanish,January,13,1991
Kevin,Hall,male,Hispanic,spanish,July,5,1979
Caitlin,Smith,female,African_American,other,April,9,1959
Marcy,Howard,female,Hispanic,spanish,February,14,1980
Mark,Walker,male,Other,french,January,31,1984
Blake,Taylor,female,Other,english,August,29,1955
Paul,Marshall,male,Hispanic,spanish,December,17,1978
Franklin,Dotts,male,Other,english,June,13,1957
Caitlin,Dotts,female,White,other,December,29,1994
John,Western,male,White,french,November,4,1969
Jimmy,Anthony,male,White,english,September,17,1955
Alexis,Smith,male,Other,french,August,3,1951
Georgia,Franklin,female,Other,french,July,3,1956
Paula,Walker,female,African_American,french,July,16,1967
Paola,Jones,female,Other,spanish,October,13,1995
Joseph,Moore,male,Other,english,June,7,1965
Gerald,Morrow,male,Hispanic,spanish,January,22,1995
Alex,Jackson,male,White,other,July,7,1965
Alex,OBrien,male,Other,spanish,February,5,1981
Edward,Taylor,male,White,french,June,30,1968
Alex,Walsh,female,Other,english,September,20,1972
Danielle,Walsh,female,White,other,December,12,1975
Andrew,Brooks,male,Other,spanish,March,19,1957
Paola,Clark,female,White,french,January,22,1953
Riley,Wang,female,African_American,french,November,8,1957
Paul,Adams,male,White,other,June,24,1963
Andy,Western,female,Hispanic,spanish,January,5,1989
Riley,Reynolds,male,White,other,July,1,1993
Alex,Walter,male,African_American,english,January,12,1982
Ryan,Wang,male,White,english,March,31,1983
Diana,Anthony,female,White,french,March,10,1976
Sara,Phillips,female,White,english,December,9,1979
Joseph,Howard,male,Hispanic,spanish,November,11,1980
Joe,Swift,male,Other,french,September,16,1958
Alexander,Wilson,female,African_American,spanish,May,1,1995
Kevin,Brown,male,Other,english,November,26,1952
Sheila,Harris,female,Other,spanish,September,15,1994
Andy,Lee,male,Hispanic,french,July,30,1996
Stephen,Brooks,male,African_American,other,March,13,1975
Joseph,Dotts,male,Other,spanish,November,11,1993
Sara,Swift,female,African_American,other,December,9,1988
Tyler,Lewis,male,White,french,September,7,1960
Joseph,Jackson,male,African_American,french,March,1,1981
Hunter,Evans,female,Hispanic,spanish,March,4,1963
Jimmy,Wilson,male,White,french,June,11,1952
Caleb,Carter,male,Hispanic,spanish,January,13,1991
Hunter,Collins,male,Other,other,May,6,1957
Luke,Wang,male,White,spanish,August,24,1985
Luke,Walker,male,White,english,October,11,1966
Enrique,Walker,male,African_American,french,January,28,1952
Steven,Walter,male,African_American,english,March,25,1974
Gracie,Walker,female,Other,other,October,13,1989
Blake,Smith,female,White,french,August,29,1995
Alexandra,Brooks,female,African_American,other,March,10,1993
Carol,Carter,female,African_American,english,April,19,1976
Tom,Casey,male,Other,french,June,1,1960
Stephanie,OBrien,female,Other,english,December,8,1972
Stephen,White,male,White,french,April,25,1963
Tyler,Davis,male,Hispanic,spanish,April,7,1975
Riley,Reynolds,,Other,english,December,18,1954
Joe,Gardner,male,White,english,June,16,1958
Emily,Johnson,female,Other,french,November,7,1979
Gael,Swift,male,African_American,french,February,18,1978
Georgia,Harris,female,African_American,other,September,23,1990
Emily,Taylor,female,African_American,english,February,5,1976
Stephanie,Butler,female,Other,french,December,8,1983
Hunter,Moore,male,Other,english,July,23,1965
Andy,Lee,female,Other,english,May,7,1968
Andy,Jones,female,Other,english,January,5,1956
Jimmy,Morrow,male,White,other,June,11,1969
Donna,Walker,female,African_American,english,March,5,1956
Bridget,Swift,female,Other,french,December,7,1958
Sophie,Lewis,female,White,english,December,20,1984
Katelyn,Miller,female,Other,other,April,5,1992
Sophie,Brooks,female,White,english,December,20,1950
Peter,Dotts,,Other,spanish,December,3,1958
Peter,Dick,male,Other,spanish,February,31,1969
Brian,Wilson,male,Other,other,August,22,1974
Joshua,Brooks,male,Hispanic,spanish,November,5,1951
Alexander,OBrien,male,Other,french,September,2,1976
Emily,Butler,female,White,other,February,5,1961
Katy,Walter,,Hispanic,other,January,18,1958
Alexis,Lee,male,Other,spanish,March,25,1954
Travis,Butler,male,African_American,french,January,6,1954
Riley,Taylor,female,Other,english,April,2,1980
Alexis,Wang,female,White,french,December,22,1972
Brandon,Harris,male,Other,spanish,April,22,1994
Alex,Swift,male,Other,french,January,12,1950
Khalil,Walker,male,Other,other,February,10,1964
Paola,Walter,female,Other,spanish,July,22,1956
Jason,Young,male,White,other,January,25,1978
Madison,Douglas,female,African_American,other,January,21,1988
Joseph,Thompson,female,Other,french,November,1,1961
Barbara,Howard,,African_American,french,February,15,1968
Carl,Adams,male,White,other,April,3,1963
Ryan,Dotts,,Other,french,May,4,1959
Alexandra,Smith,female,Other,spanish,September,25,1971
Gracie,Davis,female,White,french,January,23,1966
Khalil,Young,male,Hispanic,spanish,September,15,1984
George,Dotts,male,Other,english,September,25,1975
Michael,Carter,male,African_American,english,November,16,1988
Luke,Anderson,male,African_American,french,February,8,1964
Natalie,Brooks,female,African_American,english,October,6,1968
Alex,Evans,female,Other,spanish,May,17,1951
Katelyn,Walker,female,African_American,other,July,28,1953
Jimmy,Davis,male,White,french,March,13,1977
George,Lopez,male,African_American,english,November,7,1973
Blake,Walsh,,White,english,July,4,1983
Joe,Harris,male,Other,spanish,June,16,1994
Michael,Lee,male,Other,spanish,December,16,1966
Riley,Scott,female,Other,other,May,14,1979
Tyler,Taylor,female,Hispanic,english,November,6,1954
Ryan,Hodge,male,Other,french,January,20,1960
Paul,Phillips,male,Other,french,June,24,1959
Katy,Swift,female,White,other,March,14,1972
Alex,Scott,male,Other,other,July,14,1979
Hector,Thompson,female,Hispanic,french,March,7,1990
Emily,Reynolds,female,White,other,September,31,1993
Paola,Thompson,female,African_American,other,January,22,1974
Carl,Collins,male,Hispanic,spanish,June,13,1976
Barbara,Douglas,female,White,french,August,13,1979
Madison,Howard,female,African_American,english,May,1,1997
Katelyn,Walsh,female,Hispanic,spanish,November,22,1979
Alexis,Wang,female,Other,french,January,9,1993
Max,Taylor,male,White,other,January,3,1960
Donna,Butler,female,Other,french,January,12,1990
Valerie,Taylor,female,Hispanic,spanish,October,14,1962
Dean,Morrow,male,Other,spanish,February,21,1962
Steven,Lewis,male,Hispanic,spanish,February,21,1983
Gerald,Wang,male,White,english,July,25,1983
Mark,Howard,female,Hispanic,other,February,11,1960
Dean,Adams,male,Hispanic,spanish,December,27,1981
Brian,Curry,male,Other,spanish,April,28,1970
Barbara,Taylor,female,Other,english,December,5,1980
Riley,Walsh,male,Other,english,July,1,1987
Riley,Taylor,male,Other,french,October,8,1996
George,Marshall,female,Hispanic,english,August,14,1980
Jake,Phillips,male,Other,spanish,January,30,1977
Steven,Taylor,male,White,other,March,25,1960
Charles,Martin,male,Other,french,May,4,1993
Riley,Scott,female,Other,french,February,25,1965
Emily,Young,female,African_American,french,November,7,1996
Carla,Jackson,male,Other,other,May,16,1965
Blake,Hall,female,Other,spanish,September,28,1976
Hannah,Brooks,female,Hispanic,spanish,March,13,1974
George,Moore,male,African_American,french,July,30,1989
Matthew,Franklin,male,Hispanic,spanish,October,9,1969
Brad,Tyler,male,White,english,December,7,1950
Enrique,Western,male,African_American,english,December,12,1994
Eva,Clark,female,Other,other,December,8,1981
Nicole,Lewis,female,White,english,April,18,1984
Riley,Curry,female,Other,spanish,April,1,1970
Kevin,Morrow,male,Other,english,February,17,1953
Gracie,Walker,female,Other,french,October,13,1954
Elizabeth,Evans,female,Other,other,April,7,1982
Alexandra,Davis,female,White,other,March,10,1962
Natalie,Reynolds,female,White,french,October,6,1956
Blake,Carter,female,White,other,January,22,1991
Alex,Walker,male,Other,other,February,28,1959
Anthony,Brooks,male,African_American,other,July,20,1975
Carlos,Miller,,Other,french,February,31,1976
Alex,Thompson,female,White,french,October,27,1952
Sara,Harris,female,Hispanic,spanish,December,9,1992
Brandon,Western,male,African_American,english,April,22,1994
Joe,Wang,male,African_American,english,June,16,1971
Madison,Taylor,female,White,english,September,13,1966
Marcy,Dotts,female,African_American,other,August,30,1953
Walter,Miller,male,Other,french,December,30,1989
Andrew,Young,male,African_American,french,July,1,1996
Eva,Brooks,female,Other,french,March,12,1969
Enrique,Curry,male,African_American,other,July,25,1977
Linda,Smith,female,Other,french,February,20,1951
Blake,Wilson,female,African_American,french,March,8,1980
Don,Thompson,female,African_American,other,February,11,1965
Paula,Harris,female,African_American,other,July,16,1990
Lisa,Phillips,female,White,other,July,20,1983
Sara,Harris,female,Hispanic,spanish,July,28,1979
Alexis,Anderson,female,Hispanic,spanish,December,22,1977
Alexandra,Douglas,female,White,french,August,2,1951
Blake,Thomas,female,African_American,french,August,29,1995
Blake,Gardner,female,Hispanic,english,March,7,1955
Jimmy,Jackson,male,White,french,April,1,1975
Paul,Walker,male,African_American,french,June,24,1984
Natalie,Brown,female,African_American,other,June,15,1982
Paola,Tyler,female,Other,english,January,22,1996
Emily,Collins,female,African_American,french,November,7,1957
Alex,Dotts,male,Other,french,November,11,1963
Alex,Martin,male,Hispanic,spanish,July,14,1969
Caleb,Martin,male,Other,french,July,4,1974
Bridget,Anthony,female,White,french,October,17,1976
April,Casey,female,Other,french,January,15,1960
Enrique,Curry,male,Other,french,December,12,1969
Luke,Martin,male,Other,french,October,11,1974
Katelyn,Western,female,White,french,April,5,1969
Stephen,Anthony,male,Other,english,March,13,1953
Madison,Lewis,female,White,other,May,17,1961
Stacey,Lewis,female,Hispanic,spanish,May,11,1993
Gabriela,Anthony,female,African_American,french,January,14,1961
Sophie,Swift,female,African_American,french,October,4,1977
Madison,Dotts,female,Other,spanish,January,21,1954
Jimmy,Davis,male,African_American,french,June,11,1988
Andy,Walsh,female,African_American,english,May,7,1972
Tom,Martin,male,Hispanic,spanish,September,8,1969
Mark,Dotts,male,Other,spanish,January,31,1993
Brad,Wilson,female,African_American,spanish,October,9,1996
Joseph,Franklin,male,Other,english,June,29,1996
Eva,Curry,female,African_American,other,March,12,1979
Valerie,Butler,female,Other,spanish,October,18,1961
Natalie,Anthony,female,White,french,June,15,1952
Edward,Curry,male,Hispanic,spanish,June,30,1972
Mark,Thomas,male,White,french,November,1,1963
Brian,Brooks,male,Other,english,December,24,1968
Valerie,OBrien,female,White,other,October,18,1985
Alex,Marshall,female,White,french,September,26,1986
Barbara,Phillips,female,Other,spanish,October,22,1977
Sara,Lopez,female,White,english,April,15,1965
Brian,Smith,male,Other,french,April,8,1951
Ivy,Lee,female,White,english,December,31,1969
Edward,Casey,,Hispanic,other,May,14,1975
Riley,Walker,female,Hispanic,spanish,January,11,1950
Katy,Davis,,White,english,September,29,1997
Nicole,Franklin,female,Other,french,April,18,1956
Chris,Lopez,male,African_American,english,May,8,1973
Andy,Young,female,Other,english,December,21,1989
Georgia,Wang,female,African_American,other,September,23,1980
Ryan,Thomas,male,African_American,english,August,1,1953
Brett,Lewis,male,African_American,french,December,11,1957
Luke,Walter,male,Other,other,February,8,1989
Alexis,Phillips,male,Other,spanish,June,3,1992
Hunter,Young,female,African_American,french,December,22,1996
Enrique,Gardner,male,Hispanic,spanish,January,28,1960
Carla,Martin,male,African_American,other,July,15,1979
Matthew,Franklin,male,African_American,english,April,20,1950
Max,Swift,male,African_American,french,December,18,1979
Enrique,Wang,male,White,french,December,12,1972
Ivy,Miller,female,Other,other,December,31,1992
Stephen,Jones,male,Other,french,August,18,1997
Joe,Taylor,male,African_American,english,February,19,1976
Hunter,Curry,male,Other,spanish,February,18,1970
Caleb,Anthony,male,African_American,english,April,5,1992
Tom,Phillips,male,African_American,other,June,1,1983
Alex,Western,male,Other,spanish,July,7,1977
Carol,Thompson,female,Hispanic,spanish,February,29,1964
George,Curry,male,Hispanic,spanish,March,30,1972
Alexis,Walker,female,White,english,April,16,1966
Kevin,Moore,male,Hispanic,spanish,July,5,1972
Lisa,Anderson,female,Hispanic,spanish,July,20,1955
Gabriela,Douglas,female,Other,french,March,21,1985
Stephanie,Moore,female,African_American,other,April,11,1953
Alexis,Marshall,female,Other,english,April,16,1983
Andrew,Franklin,male,Other,other,August,31,1993
Diana,Collins,female,Other,spanish,July,24,1967
Blake,Curry,male,Other,french,August,4,1955
Carol,Smith,,Hispanic,spanish,June,30,1995
Joseph,Franklin,male,Other,english,March,1,1972
Madison,OBrien,female,Other,other,May,17,1965
Michael,Collins,male,African_American,french,November,16,1957
Chris,Wang,male,White,french,December,20,1972
Brian,Jackson,male,Other,spanish,March,26,1972
Alexis,Jackson,female,Other,spanish,February,31,1972
Dean,Miller,male,White,other,July,4,1981
Blake,Tyler,female,Hispanic,spanish,March,16,1958
Tom,Franklin,male,African_American,other,December,9,1990
Franklin,Taylor,male,White,english,June,13,1966
Enrique,Western,male,Hispanic,spanish,May,12,1989
Ryan,Butler,male,African_American,french,August,1,1950
Mark,Howard,male,Other,other,October,31,1974
Hannah,Scott,female,Other,english,March,13,1986
Nathan,Western,male,Other,english,August,20,1961
George,Walker,male,African_American,other,July,10,1960
Anthony,Marshall,male,Other,french,November,7,1950
Stephanie,Butler,female,White,other,December,27,1961
Andrea,Dick,female,Other,spanish,August,5,1969
John,Howard,male,Hispanic,spanish,July,3,1983
Brad,Butler,male,Other,spanish,December,20,1961
Andy,Swift,female,Other,french,February,29,1987
Steven,Walter,male,White,english,July,26,1988
Blake,Anderson,male,Hispanic,spanish,August,4,1955
Joe,Phillips,male,Other,french,June,16,1977
Alex,Wang,female,Other,french,October,10,1993
Tom,Young,male,African_American,english,September,8,1961
Chris,Hall,male,White,other,December,20,1987
Steven,Reynolds,male,White,other,February,21,1993
Lisa,Curry,female,White,english,July,24,1966
